Pt(L1742) X         Y         NF(dB)         GAIN(dB)       NFcorr(dB)     Gins(dB)       gams           angle          
1006      4104      6465      10.59759       3.45292        13.444398      -4.929029      0.64797        16.92298       
1007      4158      6465      10.91684       3.05006        13.776672      -5.3353181     0.64568        13.62418       
1008      4212      6465      11.3079        2.60634        14.174231      -5.7803345     0.64386        10.31482       
1009      4266      6465      11.69651       2.15612        14.570869      -6.2312484     0.64177        7.05957        
1010      4320      6465      12.08056       1.75126        14.961878      -6.6367626     0.63935        3.75322        
1011      4374      6465      12.44427       1.33818        15.33143       -7.0506635     0.63729        0.4385         
1012      4428      6465      12.85227       0.88649        15.749792      -7.5007811     0.63512        -2.8849        
1013      4482      6465      13.20328       0.55075        16.094791      -7.836493      0.63352        -6.18908       
1014      4536      6465      13.64395       0.07074        16.547831      -8.3182812     0.63135        -9.50087       
1015      4590      6465      13.92285       -0.21668       16.830503      -8.6097183     0.6297         -12.85259      
1016      4644      6465      14.28991       -0.56789       17.20186       -8.9600124     0.62789        -16.17253      
1017      4698      6465      14.6852        -1.01642       17.616682      -9.4102535     0.62555        -19.50814      
1018      4752      6465      14.99374       -1.30685       17.923716      -9.700098      0.624          -22.91284      
1019      4806      6465      15.17322       -1.51574       18.106796      -9.9101057     0.62275        -26.28361      
1020      4860      6465      15.51857       -1.8506        18.45664       -10.248757     0.62185        -29.64962      
1021      4914      6465      15.84037       -2.19195       18.783581      -10.586175     0.62045        -33.03133      
1022      4968      6465      16.07905       -2.41046       19.022259      -10.808407     0.61966        -36.42775      
1023      5022      6465      16.38631       -2.73933       19.339487      -11.138276     0.619          -39.82807      
1024      5076      6465      16.75566       -3.07828       19.709761      -11.466118     0.61801        -43.2099       
1025      5130      6465      16.84872       -3.19454       19.805309      -11.582178     0.61703        -46.6151       
1026      5184      6465      17.16203       -3.51839       20.129805      -11.908081     0.61653        -50.03141      
1027      5238      6465      17.4283        -3.76868       20.400311      -12.158772     0.6163         -53.45766      
1028      5292      6465      17.56037       -3.90702       20.534651      -12.298132     0.61565        -56.86361      
1029      5346      6465      17.73057       -4.07841       20.709061      -12.470777     0.61506        -60.28015      
1030      5400      6465      18.0635        -4.39014       21.052277      -12.782866     0.61477        -63.70287      
1031      5454      6465      18.16354       -4.50076       21.152876      -12.892916     0.61527        -67.13109      
1032      5508      6465      18.38832       -4.72971       21.385433      -13.123156     0.615          -70.53973      
1033      5562      6465      18.61924       -4.94694       21.621334      -13.335354     0.61495        -73.94023      
1034      5616      6465      18.71183       -5.04818       21.717257      -13.437612     0.61592        -77.3818       
1035      5670      6465      18.94876       -5.2884        21.960794      -13.673204     0.61714        -80.78351      
1036      5724      6465      19.31496       -5.62187       22.330435      -13.999922     0.61782        -84.18709      
1037      5778      6465      19.23632       -5.5925        22.257765      -13.971901     0.61885        -87.6279       
1038      5832      6465      19.35902       -5.71842       22.382759      -14.090476     0.62012        -91.02839      
1039      5886      6465      19.49115       -5.8159        22.508823      -14.185536     0.62091        -94.43095      
1040      0         6519      20.53039       -6.95175       23.732178      -15.420111     0.67519        -96.60844      
1041      50        6519      20.56827       -6.97924       23.770485      -15.448514     0.67583        -99.74161      
1042      100       6519      20.25664       -6.71565       23.45056       -15.175305     0.67625        -102.85087     
1043      150       6519      20.71939       -7.16747       23.928864      -15.626212     0.67696        -106.03399     
1044      200       6519      20.76544       -7.2112        23.973242      -15.665215     0.67808        -109.18761     
1045      250       6519      20.66304       -7.08302       23.864208      -15.54188      0.67897        -112.33717     
1046      300       6519      21.28745       -7.67099       24.499815      -16.123606     0.68015        -115.4287      
1047      350       6519      21.12267       -7.55218       24.337116      -15.997817     0.68114        -118.57201     
1048      400       6519      21.1756        -7.59557       24.388548      -16.037552     0.68289        -121.72537     
1049      450       6519      20.77508       -7.21782       23.979313      -15.664018     0.68438        -124.86205     
1050      500       6519      21.49438       -7.90336       24.714708      -16.340363     0.68571        -127.93545     
1051      550       6519      21.25269       -7.66913       24.469193      -16.107576     0.68686        -131.08183     
1052      600       6519      21.75314       -8.14208       24.98035       -16.580553     0.68859        -134.20952     
1053      650       6519      21.43353       -7.83851       24.651672      -16.275341     0.68997        -137.31334     
1054      700       6519      21.61344       -8.02402       24.834852      -16.462856     0.6916         -140.38947     
1055      750       6519      21.30563       -7.67641       24.507259      -16.11054      0.69307        -143.50015     
1056      800       6519      21.2641        -7.6512        24.465763      -16.087704     0.69495        -146.65073     
1057      850       6519      22.14722       -8.51656       25.372915      -16.950857     0.69664        -149.70887     
1058      900       6519      21.7913        -8.15495       24.998537      -16.586639     0.69812        -152.74368     
1059      950       6519      21.34169       -7.70727       24.528471      -16.13566      0.69971        -155.86138     
1060      1000      6519      21.51526       -7.85655       24.702408      -16.285225     0.70138        -158.92241     
1061      1050      6519      21.90633       -8.22839       25.098696      -16.656239     0.70294        -161.99929     
1062      1100      6519      21.70662       -8.02164       24.88946       -16.453901     0.70456        -165.0415      
1063      1150      6519      21.62041       -7.92192       24.793585      -16.350174     0.70583        -168.12077     
1064      1200      6519      21.51394       -7.80169       24.674694      -16.219202     0.70742        -171.18476     
1065      1250      6519      21.43769       -7.73427       24.59119       -16.149851     0.70924        -174.23354     
1066      1300      6519      21.23113       -7.5199        24.373848      -15.932586     0.71041        -177.25083     
1067      1350      6519      21.61069       -7.87681       24.75931       -16.286049     0.71159        179.67587      
1068      1400      6519      21.51974       -7.75398       24.654955      -16.160599     0.7129         176.63613      
1069      1450      6519      21.64065       -7.85436       24.770697      -16.256853     0.71431        173.60011      
1070      1500      6519      21.71318       -7.94148       24.843149      -16.345057     0.71585        170.58752      
1071      1550      6519      21.44792       -7.64715       24.56329       -16.051119     0.71691        167.49811      
1072      1600      6519      21.14773       -7.34863       24.246992      -15.747799     0.71839        164.46164      
1073      1650      6519      20.91183       -7.10208       23.996656      -15.497261     0.71941        161.43519      
1074      1700      6519      20.94111       -7.10756       24.020164      -15.503803     0.72037        158.42158      
1075      1750      6519      21.1922        -7.33181       24.272177      -15.726494     0.72111        155.3792       
1076      1800      6519      20.81028       -6.92105       23.871769      -15.31557      0.72207        152.32099      
1077      1850      6519      20.73705       -6.85039       23.791653      -15.244868     0.72313        149.30252      
1078      1900      6519      20.56087       -6.6498        23.605814      -15.04506      0.72385        146.29378      
1079      1950      6519      20.61172       -6.6744        23.650885      -15.065962     0.7247         143.22         
1080      2000      6519      20.31071       -6.38669       23.341084      -14.777731     0.72573        140.16575      
1081      2050      6519      20.34813       -6.36014       23.371786      -14.757542     0.72662        137.16189      
1082      2100      6519      19.95477       -5.97527       22.963577      -14.369476     0.72698        134.1683       
1083      2150      6519      20.09489       -6.06655       23.098309      -14.460537     0.72744        131.13595      
1084      2200      6519      19.74964       -5.73658       22.745245      -14.133163     0.72824        128.11383      
1085      2250      6519      19.52748       -5.49245       22.517059      -13.886912     0.72871        125.0789       
1086      2300      6519      19.3416        -5.23105       22.313335      -13.62591      0.72936        122.07438      
1087      2350      6519      18.90373       -4.81939       21.864832      -13.212726     0.72955        119.05274      
1088      2400      6519      18.82944       -4.68575       21.783764      -13.077056     0.72966        116.03848      
1089      2450      6519      18.72291       -4.5822        21.673876      -12.968454     0.7296         113.05325      
1090      2500      6519      18.52902       -4.33131       21.470329      -12.716693     0.72924        110.09632      
1091      2550      6519      18.3127        -4.09372       21.247671      -12.477571     0.72902        107.07101      
1092      2600      6519      17.93747       -3.7143        20.864311      -12.094404     0.72904        104.05285      
1093      2650      6519      17.54116       -3.30476       20.461224      -11.688121     0.72887        101.08276      
1094      2700      6519      17.28165       -3.00379       20.193962      -11.389877     0.72888        98.12025       
1095      2750      6519      16.97646       -2.65251       19.883804      -11.041737     0.72853        95.09837       
1096      2800      6519      16.70855       -2.34603       19.610352      -10.73706      0.72837        92.09219       
1097      2850      6519      16.24688       -1.86392       19.143724      -10.257258     0.72771        89.11575       
1098      2900      6519      16.03007       -1.59289       18.921469      -9.9901199     0.7271         86.16861       
1099      2950      6519      15.57376       -1.09121       18.455082      -9.4913063     0.72671        83.16673       
1100      3000      6519      15.15876       -0.64936       18.03849       -9.0536251     0.72634        80.16056       
1101      3050      6519      14.89917       -0.31021       17.774406      -8.7191448     0.72585        77.16247       
1102      3100      6519      14.39851       0.19653        17.272093      -8.2173052     0.72499        74.22323       
1103      3150      6519      13.97876       0.66404        16.848742      -7.7490721     0.7235         71.24449       
1104      3200      6519      13.62686       1.11732        16.487909      -7.2974195     0.72243        68.24996       
1105      3250      6519      13.11163       1.63715        15.973413      -6.7794733     0.72104        65.30266       
1106      3300      6519      12.74445       2.09663        15.597447      -6.3153796     0.71956        62.36374       
1107      3350      6519      12.24375       2.66848        15.098443      -5.7502217     0.71795        59.36753       
1108      3400      6519      11.86699       3.07712        14.720104      -5.3419528     0.71715        56.35503       
1109      3450      6519      11.41774       3.56424        14.273394      -4.8586125     0.71597        53.37642       
1110      3500      6519      10.97411       4.00005        13.834246      -4.4322276     0.71485        50.41589       
1111      3550      6519      10.57734       4.44109        13.433532      -3.9945567     0.71314        47.45512       
1112      3600      6519      10.236         4.76614        13.096572      -3.6723735     0.71143        44.46881       
1113      3650      6519      9.9743         4.97056        12.84271       -3.4657357     0.70994        41.49469       
1114      3700      6519      9.74136        5.10545        12.620793      -3.3298149     0.70825        38.54706       
1115      3750      6519      9.53326        5.1877         12.428525      -3.2532616     0.70677        35.51104       
1116      3800      6519      9.49783        5.12073        12.404405      -3.3230233     0.70522        32.51959       
1117      3850      6519      9.52049        4.94527        12.447471      -3.4963994     0.70325        29.53508       
1118      3900      6519      9.66883        4.67605        12.609781      -3.7704065     0.70132        26.55658       
1119      3950      6519      9.86695        4.33576        12.818407      -4.1121101     0.69911        23.56537       
1120      4000      6519      10.11432       3.95439        13.078877      -4.4935031     0.69722        20.57498       
1121      4050      6519      10.37431       3.57013        13.354668      -4.886909      0.69537        17.58656       
1122      4100      6519      10.76806       3.10633        13.755966      -5.3525896     0.6934         14.6036        
1123      4150      6519      11.24446       2.60033        14.238051      -5.8574996     0.69131        11.59509       
1124      4200      6519      11.56437       2.1608         14.574003      -6.2979116     0.69024        8.53023        
1125      4250      6519      11.95591       1.74472        14.972457      -6.7160196     0.68869        5.51415        
1126      4300      6519      12.41894       1.27623        15.439975      -7.1881971     0.68679        2.50365        
1127      4350      6519      12.73918       0.92233        15.764635      -7.5407968     0.68419        -0.52902       
1128      4400      6519      13.11597       0.50884        16.149879      -7.9590158     0.68276        -3.5752        
1129      4450      6519      13.57352       0.03713        16.615181      -8.4289389     0.68162        -6.63892       
1130      4500      6519      13.8927        -0.29617       16.937891      -8.7606087     0.67968        -9.67354       
1131      4550      6519      14.17031       -0.59896       17.220795      -9.061327      0.67754        -12.74484      
1132      4600      6519      14.63042       -1.05019       17.685993      -9.5131674     0.67649        -15.82608      
1133      4650      6519      15.10631       -1.54158       18.174046      -10.004869     0.67506        -18.87923      
1134      4700      6519      15.24226       -1.67804       18.307005      -10.142787     0.673          -21.94876      
1135      4750      6519      15.66767       -2.10264       18.742035      -10.565422     0.67088        -25.01104      
1136      4800      6519      15.9824        -2.42688       19.06476       -10.890797     0.66959        -28.11074      
1137      4850      6519      16.11006       -2.54374       19.193508      -11.012283     0.66878        -31.21705      
1138      4900      6519      16.47647       -2.91449       19.569214      -11.380933     0.66709        -34.29441      
1139      4950      6519      16.7294        -3.13409       19.819876      -11.600128     0.6661         -37.41723      
1140      5000      6519      16.95405       -3.37713       20.054056      -11.841864     0.66544        -40.55241      
1141      5050      6519      17.30728       -3.7175        20.418036      -12.185575     0.66475        -43.66037      
1142      5100      6519      17.39989       -3.83131       20.512499      -12.299189     0.6632         -46.74064      
1143      5150      6519      17.68791       -4.1162        20.806004      -12.584295     0.66212        -49.87473      
1144      5200      6519      17.94929       -4.37824       21.072191      -12.843368     0.66221        -53.00574      
1145      5250      6519      17.90877       -4.36111       21.035784      -12.82742      0.66235        -56.15663      
1146      5300      6519      18.49335       -4.90669       21.633148      -13.373807     0.66191        -59.27954      
1147      5350      6519      18.52111       -4.96227       21.662241      -13.424682     0.66142        -62.41197      
1148      5400      6519      18.73137       -5.1491        21.877161      -13.613193     0.66163        -65.58205      
1149      5450      6519      18.93093       -5.34438       22.08287       -13.81261      0.66166        -68.68925      
1150      5500      6519      18.95383       -5.37525       22.10515       -13.840388     0.66113        -71.84042      
1151      5550      6519      19.19081       -5.61004       22.348291      -14.074594     0.66109        -74.97621      
1152      5600      6519      19.31035       -5.72703       22.473015      -14.19147      0.66162        -78.11284      
1153      5650      6519      19.53262       -5.9425        22.702641      -14.405058     0.66268        -81.27501      
1154      5700      6519      19.52594       -5.93914       22.69215       -14.395614     0.66325        -84.42658      
1155      5750      6519      19.84027       -6.26866       23.020351      -14.726647     0.66402        -87.56329      
1156      5800      6519      19.99588       -6.42041       23.178257      -14.868589     0.66469        -90.7137       
1157      5850      6519      20.02895       -6.48298       23.216936      -14.927977     0.66609        -93.83394      
1158      5900      6519      20.10178       -6.53837       23.28824       -14.979354     0.66639        -96.96867      
1159      0         6572      21.08211       -7.64769       24.504667      -16.197407     0.7192         -98.6136       
1160      48        6572      21.19284       -7.76185       24.62007       -16.311436     0.71946        -101.63125     
1161      96        6572      21.13467       -7.72791       24.560036      -16.27457      0.72025        -104.61218     
1162      144       6572      21.2849        -7.86723       24.715374      -16.408562     0.72079        -107.66097     
1163      192       6572      21.42762       -8.01859       24.873642      -16.561157     0.72113        -110.69291     
1164      240       6572      22.0022        -8.56268       25.460882      -17.102251     0.72192        -113.72296     
1165      288       6572      21.74697       -8.32253       25.194328      -16.859722     0.72255        -116.68914     
1166      336       6572      21.7847        -8.37076       25.231089      -16.904514     0.72389        -119.69661     
1167      384       6572      21.73049       -8.29844       25.172096      -16.82547      0.72482        -122.69902     
1168      432       6572      21.63536       -8.23332       25.080151      -16.755903     0.72545        -125.66935     
1169      480       6572      21.79607       -8.36444       25.237312      -16.883417     0.72675        -128.63249     
1170      528       6572      22.22263       -8.79266       25.688519      -17.308363     0.72739        -131.59953     
1171      576       6572      22.07007       -8.63935       25.521971      -17.151318     0.72912        -134.61217     
1172      624       6572      21.96181       -8.53688       25.407343      -17.04817      0.73056        -137.60989     
1173      672       6572      21.98393       -8.55609       25.428083      -17.065418     0.73159        -140.545       
1174      720       6572      22.0651        -8.61436       25.506554      -17.118666     0.73291        -143.51334     
1175      768       6572      22.19593       -8.73418       25.637066      -17.234035     0.73426        -146.5274      
1176      816       6572      21.96687       -8.52189       25.40527       -17.020477     0.7354         -149.51693     
1177      864       6572      22.07121       -8.58856       25.502382      -17.085682     0.73662        -152.49474     
1178      912       6572      22.33282       -8.86028       25.769899      -17.35219      0.73784        -155.43758     
1179      960       6572      22.93716       -9.47482       26.394749      -17.963612     0.73906        -158.4842      
1180      1008      6572      22.25102       -8.76711       25.674574      -17.260521     0.74083        -161.45778     
1181      1056      6572      22.58835       -9.1078        26.012695      -17.59341      0.74216        -164.40002     
1182      1104      6572      22.33159       -8.82865       25.73694       -17.315962     0.74369        -167.31662     
1183      1152      6572      22.34127       -8.798         25.731787      -17.287733     0.74547        -170.27848     
1184      1200      6572      22.12194       -8.62433       25.513607      -17.099072     0.74637        -173.24765     
1185      1248      6572      22.22434       -8.67034       25.604942      -17.143677     0.74777        -176.20455     
1186      1296      6572      22.70157       -9.13545       26.093227      -17.606104     0.74901        -179.11825     
1187      1344      6572      22.31937       -8.73242       25.69166       -17.210079     0.75023        177.92084      
1188      1392      6572      22.1824        -8.5465        25.538727      -17.023043     0.75172        174.94445      
1189      1440      6572      22.04515       -8.42571       25.386719      -16.901554     0.75324        172.01776      
1190      1488      6572      22.19064       -8.57973       25.536989      -17.043619     0.75357        169.13063      
1191      1536      6572      22.29347       -8.67681       25.635433      -17.136995     0.75463        166.18859      
1192      1584      6572      21.86761       -8.21517       25.184303      -16.67886      0.75597        163.22008      
1193      1632      6572      21.61048       -7.91576       24.90337       -16.370529     0.75722        160.28224      
1194      1680      6572      21.74113       -8.0629        25.036573      -16.516159     0.75808        157.37497      
1195      1728      6572      21.44354       -7.7531        24.725002      -16.207985     0.75897        154.44106      
1196      1776      6572      21.19299       -7.49705       24.460638      -15.951162     0.75999        151.46947      
1197      1824      6572      21.87273       -8.10847       25.147478      -16.559664     0.76091        148.53836      
1198      1872      6572      21.37015       -7.58434       24.620493      -16.03233      0.76175        145.63696      
1199      1920      6572      21.24959       -7.45701       24.493872      -15.902681     0.76224        142.71701      
1200      1968      6572      20.9803        -7.19113       24.216063      -15.638963     0.76285        139.73998      
1201      2016      6572      20.78912       -6.96571       24.01158       -15.41444      0.76398        136.81252      
1202      2064      6572      20.51313       -6.66036       23.723448      -15.109116     0.76453        133.89485      
1203      2112      6572      20.57403       -6.69232       23.7852        -15.145267     0.76497        130.98829      
1204      2160      6572      20.57045       -6.66112       23.770058      -15.110101     0.76592        128.03254      
1205      2208      6572      20.47321       -6.56527       23.674402      -15.017814     0.76627        125.10671      
1206      2256      6572      19.62213       -5.71326       22.792278      -14.164508     0.76677        122.20115      
1207      2304      6572      19.9536        -5.98544       23.131487      -14.436951     0.76692        119.32461      
1208      2352      6572      19.59589       -5.60357       22.76133       -14.055207     0.76735        116.37949      
1209      2400      6572      19.40297       -5.40494       22.563658      -13.851874     0.76763        113.44186      
1210      2448      6572      19.14552       -5.1275        22.299356      -13.577398     0.76765        110.55577      
1211      2496      6572      19.06848       -4.97426       22.211304      -13.424956     0.76793        107.66652      
1212      2544      6572      18.75337       -4.63402       21.884235      -13.085408     0.76803        104.74925      
1213      2592      6572      18.43719       -4.30312       21.562206      -12.754591     0.76821        101.85018      
1214      2640      6572      18.09403       -3.93623       21.214668      -12.387723     0.76793        98.94999       
1215      2688      6572      17.72371       -3.53611       20.83412       -11.99365      0.76794        96.10882       
1216      2736      6572      17.43471       -3.20371       20.539091      -11.659713     0.7676         93.20672       
1217      2784      6572      16.97397       -2.73878       20.073345      -11.194541     0.76719        90.30441       
1218      2832      6572      16.95243       -2.64273       20.053484      -11.10029      0.76683        87.41881       
1219      2880      6572      16.26954       -1.93728       19.356937      -10.396447     0.76672        84.55116       
1220      2928      6572      15.95077       -1.57216       19.044621      -10.036272     0.76577        81.6936        
1221      2976      6572      15.65113       -1.23019       18.743378      -9.6935644     0.76523        78.78448       
1222      3024      6572      15.24042       -0.75461       18.326084      -9.2211657     0.7647         75.88237       
1223      3072      6572      14.80364       -0.28831       17.888977      -8.7596846     0.7641         73.00806       
1224      3120      6572      14.33707       0.21546        17.420975      -8.2569618     0.76303        70.17418       
1225      3168      6572      13.90651       0.72759        16.98167       -7.7480998     0.76249        67.28639       
1226      3216      6572      13.45878       1.25828        16.5247        -7.2167602     0.76188        64.396         
1227      3264      6572      12.90865       1.85114        15.983033      -6.6313057     0.76063        61.52274       
1228      3312      6572      12.48914       2.35989        15.557055      -6.1248188     0.75942        58.68969       
1229      3360      6572      12.01933       2.89416        15.085578      -5.5925555     0.75869        55.81002       
1230      3408      6572      11.42478       3.53298        14.487123      -4.9559464     0.75756        52.93057       
1231      3456      6572      11.02619       3.97688        14.084169      -4.5105042     0.75661        50.06727       
1232      3504      6572      10.47993       4.52945        13.540496      -3.9614127     0.75522        47.27169       
1233      3552      6572      10.14134       4.87919        13.207923      -3.617413      0.75377        44.39344       
1234      3600      6572      9.77661        5.21321        12.849114      -3.2860093     0.75231        41.54117       
1235      3648      6572      9.50226        5.39812        12.584546      -3.1034746     0.75089        38.66521       
1236      3696      6572      9.29306        5.50386        12.383039      -3.0023959     0.74953        35.82572       
1237      3744      6572      9.19656        5.42923        12.302211      -3.0794182     0.74805        32.95306       
1238      3792      6572      9.18105        5.25301        12.308293      -3.2579761     0.74668        30.07342       
1239      3840      6572      9.41467        4.88189        12.5582        -3.6318905     0.74527        27.19112       
1240      3888      6572      9.5816         4.55646        12.73672       -3.9577112     0.74388        24.34531       
1241      3936      6572      9.8733         4.08821        13.048855      -4.4311805     0.74224        21.49597       
1242      3984      6572      10.22839       3.62887        13.413665      -4.8901405     0.74063        18.62257       
1243      4032      6572      10.62709       3.11708        13.83068       -5.4067397     0.73891        15.74268       
1244      4080      6572      11.01845       2.62171        14.232528      -5.904048      0.73746        12.89991       
1245      4128      6572      11.43315       2.11822        14.659902      -6.4061275     0.73564        10.00275       
1246      4176      6572      11.90937       1.6246         15.14188       -6.9028649     0.73396        7.12081        
1247      4224      6572      12.35473       1.11673        15.599928      -7.4106832     0.73256        4.22099        
1248      4272      6572      12.8462        0.63           16.09539       -7.9016972     0.73086        1.35999        
1249      4320      6572      13.18172       0.23211        16.438299      -8.2984886     0.72917        -1.5365        
1250      4368      6572      13.58393       -0.17196       16.846678      -8.7041254     0.7273         -4.43719       
1251      4416      6572      14.03531       -0.62602       17.304192      -9.1602278     0.72572        -7.35487       
1252      4464      6572      14.4863        -1.09031       17.766756      -9.6273832     0.72408        -10.23569      
1253      4512      6572      14.74755       -1.33436       18.027124      -9.8743925     0.72262        -13.15205      
1254      4560      6572      14.9944        -1.62993       18.281441      -10.170827     0.72056        -16.07038      
1255      4608      6572      15.40387       -2.03201       18.696287      -10.579998     0.71964        -18.98732      
1256      4656      6572      15.87435       -2.47195       19.172737      -11.01782      0.71826        -21.92664      
1257      4704      6572      16.19514       -2.76759       19.493462      -11.316816     0.71696        -24.85045      
1258      4752      6572      16.44978       -3.02646       19.753168      -11.581169     0.71557        -27.77755      
1259      4800      6572      16.62736       -3.23646       19.937305      -11.788161     0.71447        -30.70884      
1260      4848      6572      16.97017       -3.54586       20.287348      -12.10636      0.71344        -33.66462      
1261      4896      6572      17.24687       -3.83657       20.568882      -12.393249     0.7121         -36.57005      
1262      4944      6572      17.62261       -4.1963        20.947491      -12.752067     0.711          -39.53194      
1263      4992      6572      17.5581        -4.12615       20.876335      -12.681966     0.71027        -42.50565      
1264      5040      6572      17.96465       -4.5691        21.302999      -13.122048     0.70967        -45.46076      
1265      5088      6572      18.02445       -4.60624       21.358711      -13.163457     0.70885        -48.41812      
1266      5136      6572      18.33306       -4.9066        21.671791      -13.458471     0.70777        -51.36648      
1267      5184      6572      18.72672       -5.28458       22.075165      -13.839025     0.70741        -54.34637      
1268      5232      6572      18.90994       -5.46128       22.262177      -14.014762     0.70713        -57.32739      
1269      5280      6572      19.03363       -5.61067       22.396427      -14.171172     0.70664        -60.28914      
1270      5328      6572      19.2565        -5.78796       22.615437      -14.341969     0.70589        -63.26192      
1271      5376      6572      19.1877        -5.78041       22.549009      -14.323165     0.70535        -66.24268      
1272      5424      6572      19.36761       -5.92232       22.731419      -14.470325     0.70513        -69.22326      
1273      5472      6572      19.64863       -6.20105       23.014212      -14.741629     0.70529        -72.20323      
1274      5520      6572      19.94624       -6.50859       23.323219      -15.047042     0.70468        -75.18353      
1275      5568      6572      19.99301       -6.5809        23.37966       -15.116879     0.7046         -78.16787      
1276      5616      6572      20.16695       -6.72016       23.557333      -15.260342     0.70527        -81.17825      
1277      5664      6572      20.23517       -6.79912       23.627285      -15.338955     0.70618        -84.15392      
1278      5712      6572      20.32522       -6.87913       23.719166      -15.41597      0.70621        -87.16275      
1279      5760      6572      20.42374       -7.00524       23.824593      -15.5413       0.70658        -90.15635      
1280      5808      6572      20.66992       -7.24184       24.079485      -15.777157     0.70745        -93.16557      
1281      5856      6572      20.71107       -7.28076       24.11742       -15.806904     0.70784        -96.13152      
1282      5904      6572      20.87686       -7.48597       24.29191       -15.991819     0.70798        -99.11554      
1283      0         6626      21.92711       -8.66952       25.683607      -17.378908     0.76242        -100.92251     
1284      46        6626      22.07501       -8.85203       25.838776      -17.550306     0.76319        -103.79061     
1285      92        6626      21.80763       -8.57642       25.560474      -17.269644     0.76329        -106.62951     
1286      138       6626      21.92334       -8.6995        25.677261      -17.388901     0.76378        -109.52637     
1287      184       6626      22.38762       -9.14474       26.15328       -17.83353      0.76452        -112.41813     
1288      230       6626      22.41784       -9.1588        26.185278      -17.844519     0.76493        -115.29698     
1289      276       6626      22.14514       -8.92203       25.905684      -17.598602     0.76552        -118.14288     
1290      322       6626      22.29179       -9.04955       26.045965      -17.71859      0.76622        -120.98767     
1291      368       6626      22.49338       -9.24531       26.2528        -17.912582     0.7671         -123.87546     
1292      414       6626      22.69146       -9.44684       26.462709      -18.11558      0.76805        -126.75866     
1293      460       6626      22.5684        -9.31635       26.327744      -17.979977     0.76911        -129.62087     
1294      506       6626      22.94406       -9.71373       26.717916      -18.374048     0.76982        -132.45053     
1295      552       6626      23.08035       -9.82129       26.847755      -18.472057     0.77058        -135.33765     
1296      598       6626      23.89217       -10.60119      27.679974      -19.252722     0.77165        -138.19852     
1297      644       6626      22.52465       -9.25934       26.267607      -17.904242     0.77245        -141.05826     
1298      690       6626      22.56278       -9.33366       26.308153      -17.975279     0.77391        -143.88043     
1299      736       6626      22.9565        -9.71471       26.713593      -18.352156     0.77504        -146.771       
1300      782       6626      23.20151       -9.92603       26.959414      -18.558479     0.77626        -149.64767     
1301      828       6626      23.0357        -9.75525       26.783907      -18.390772     0.77767        -152.5017      
1302      874       6626      23.06451       -9.74624       26.801254      -18.369383     0.77851        -155.326       
1303      920       6626      23.04009       -9.73709       26.76997       -18.35763      0.7794         -158.17817     
1304      966       6626      23.03244       -9.7321        26.761263      -18.352476     0.78044        -161.05426     
1305      1012      6626      23.14267       -9.80331       26.863712      -18.426287     0.782          -163.90564     
1306      1058      6626      22.93052       -9.61851       26.640991      -18.239077     0.783          -166.73796     
1307      1104      6626      23.14484       -9.79132       26.852678      -18.403591     0.78369        -169.54822     
1308      1150      6626      23.07875       -9.72516       26.775282      -18.332338     0.78502        -172.41398     
1309      1196      6626      23.21753       -9.86419       26.912907      -18.464605     0.78629        -175.25671     
1310      1242      6626      23.37706       -9.99727       27.067827      -18.598536     0.78739        -178.09759     
1311      1288      6626      22.82249       -9.43544       26.484589      -18.032856     0.78847        179.09187      
1312      1334      6626      22.61695       -9.21677       26.269085      -17.81716      0.78927        176.24502      
1313      1380      6626      22.9218        -9.48862       26.568968      -18.079185     0.79065        173.37132      
1314      1426      6626      22.88792       -9.41787       26.527729      -18.016056     0.79209        170.51085      
1315      1472      6626      22.57775       -9.09356       26.200655      -17.687872     0.79319        167.6997       
1316      1518      6626      22.25343       -8.77328       25.859415      -17.364475     0.7939         164.87891      
1317      1564      6626      22.60521       -9.12378       26.219549      -17.717854     0.79508        162.0218       
1318      1610      6626      22.91153       -9.37396       26.5175        -17.96516      0.7963         159.17547      
1319      1656      6626      22.371         -8.81091       25.951092      -17.405317     0.79698        156.36931      
1320      1702      6626      22.72835       -9.16321       26.306505      -17.748377     0.79766        153.57381      
1321      1748      6626      22.12316       -8.54934       25.67597       -17.126728     0.79817        150.73053      
1322      1794      6626      21.97359       -8.36869       25.520674      -16.968771     0.79894        147.88947      
1323      1840      6626      22.00999       -8.40454       25.552908      -17.00173      0.79964        145.06904      
1355      3312      6626      12.20407       2.64645        15.52596       -5.9634233     0.79949        55.69449       
1356      3358      6626      11.76876       3.18799        15.080369      -5.4176769     0.79921        52.91508       
1357      3404      6626      11.14366       3.86782        14.456663      -4.7438149     0.79881        50.13262       
1358      3450      6626      10.65305       4.40992        13.973626      -4.2071099     0.79781        47.36952       
1359      3496      6626      10.20519       4.88388        13.525325      -3.7387531     0.79692        44.64707       
1360      3542      6626      9.76102        5.30367        13.081952      -3.3126209     0.79561        41.91495       
1361      3588      6626      9.45067        5.55527        12.784554      -3.0663121     0.79418        39.1688        
1362      3634      6626      9.20324        5.67613        12.551475      -2.9489934     0.79344        36.39658       
1363      3680      6626      9.00521        5.7116         12.369393      -2.9179854     0.79259        33.66149       
1364      3726      6626      8.94798        5.50406        12.33506       -3.1298902     0.79128        30.93864       
1365      3772      6626      9.03092        5.20221        12.443463      -3.4356034     0.7899         28.16086       
